#{"t_start": 1626984388.574869, "env_id": null}
r,l,t
-7.215493,99,1548.662905
-3.9313295,99,1549.081785
-14.51085,99,1549.770838
-11.824414,99,1550.33984
-7.350456,99,1550.89884
-17.903885,99,1551.51384
-17.487251,99,1552.095839
-3.716011,94,1552.541838
-4.3828835,99,1552.95284
-11.1507225,99,1553.370514
-12.812218,99,1553.791491
-4.232399,99,1554.214707
-14.994057,99,1555.070235
-13.195609,99,1555.64823
-21.48412,99,1556.430233
-9.758721,99,1556.996232
-17.637737,99,1557.573233
-9.026823,94,1558.016283
-8.684307,99,1558.44015
-8.938299,99,1558.857863
-9.130744,99,1559.28019
-9.008881,99,1559.704345
-10.583871,99,1560.388845
-13.041722,99,1560.992849
-20.528168,99,1561.549846
-13.0843725,99,1562.10785
-17.06346,99,1562.673847
-20.541393,94,1563.148848
-16.530836,99,1563.573122
-13.646865,99,1563.989489
-21.561369,99,1564.413205
-13.932471,99,1564.837269
-13.818533,99,1565.55814
-19.567074,99,1566.119139
-14.853071,99,1566.69214
-14.198932,99,1567.260139
-11.180832,99,1568.684867
-6.783426,94,1569.131866
-6.857847,99,1569.547855
-7.91463,99,1569.966846
-7.331212,99,1570.389802
-6.961604,99,1570.812392
-9.660462,99,1571.413747
-11.830617,99,1571.968747
-7.2220836,99,1572.530746
-10.33575,99,1573.221748
-8.191778,99,1573.782749
-13.1793165,94,1574.222747
-13.370897,99,1574.639941
-13.143147,99,1575.063351
-13.411339,99,1575.508316
-13.499803,99,1575.934099
-17.602139,99,1576.995399
-19.871197,99,1577.555394
-10.277206,99,1578.234395
-9.298786,99,1578.795396
-20.609365,99,1579.367395
-4.641906,94,1579.813398
-3.8658767,99,1580.236562
-6.411561,99,1580.657986
-5.2858043,99,1581.081092
-6.7977157,99,1581.507138
-16.382303,99,1582.110135
-14.009101,99,1582.702137
-16.254454,99,1583.276138
-12.87581,99,1583.850135
-15.916171,99,1584.425138
-7.5972724,94,1584.961139
-4.337858,99,1585.378307
-8.274322,99,1585.798386
-4.3851385,99,1586.224484
-4.0075393,99,1586.647955
-10.583956,99,1587.270744
-11.781763,99,1587.844743
-19.610004,99,1588.420743
-9.257817,99,1588.982743
-9.181425,99,1589.671742
-4.985388,94,1590.116907
-5.565839,99,1590.537232
-4.466086,99,1590.960752
-6.482111,99,1591.380005
-3.9832618,99,1591.80098
-5.803892,99,1592.492242
-11.950308,99,1593.062244
-13.497464,99,1593.634246
-13.647706,99,1594.244246
-9.425949,99,1594.818244
-8.658004,94,1595.265244
-9.00888,99,1595.698831
-9.08138,99,1596.119901
-8.706859,99,1596.544607
-9.995291,99,1596.968712
-9.31082,99,1597.594109
-11.828201,99,1598.175107
-15.530856,99,1598.851106
-11.73472,99,1599.40711
-12.98393,99,1599.968111
-8.728584,94,1600.422151
-8.999684,99,1600.845778
-9.314157,99,1601.287774
-8.633022,99,1601.697775
-9.171517,99,1602.109818
-17.42352,99,1602.725459
-15.542046,99,1603.341456
-9.024559,99,1603.915459
-12.021275,99,1604.483459
-7.2756977,99,1605.047457
-3.9001527,94,1605.625499
-4.2416553,99,1606.047232
-4.1254354,99,1606.47067
-6.497821,99,1606.900909
-4.677438,99,1607.324905
-19.951275,99,1607.934517
-10.019558,99,1608.508513
-9.362401,99,1609.088516
-15.154949,99,1609.659517
-9.64479,99,1611.358344
-4.2251534,94,1611.798341
-4.589291,99,1612.216978
-4.2569366,99,1612.639146
-4.515423,99,1613.063653
-4.589292,99,1613.485826
-14.45207,99,1614.199973
-13.313597,99,1614.769973
-17.815952,99,1615.344974
-10.640354,99,1615.938969
-7.2615223,99,1616.507972
-8.890119,94,1617.031972
-9.494986,99,1617.449971
-9.745064,99,1617.874307
-8.774184,99,1618.292919
-9.991938,99,1618.716925
-10.366691,99,1620.162563
-13.0071125,99,1620.738558
-14.497812,99,1621.393563
-8.512104,99,1621.966563
-19.203653,99,1622.518561
-4.2258377,94,1622.966561
-4.2512093,99,1623.385031
-3.8830955,99,1623.808409
-3.8830955,99,1624.234409
-4.32197,99,1624.655584
-10.512569,99,1626.410712
-10.201169,99,1627.011714
-13.363741,99,1627.578715
-9.320349,99,1628.147714
-8.129899,99,1628.735714
-5.3352394,94,1629.272148
-4.1201286,99,1629.699247
-3.6339753,99,1630.126249
-4.4332857,99,1630.617251
-3.771766,99,1631.033267
-15.354804,99,1631.874086
-15.712463,99,1632.477087
-13.789682,99,1633.042085
-6.1180778,99,1633.605084
-7.9226375,99,1634.289087
-8.47459,94,1634.746029
-8.774184,99,1635.159422
-8.613726,99,1635.582791
-9.304962,99,1635.996757
-9.00888,99,1636.417879
-18.339321,99,1637.081599
-8.018576,99,1637.654601
-8.30869,99,1638.220601
-11.689423,99,1638.828602
-7.5307455,99,1639.384598
-4.365055,94,1639.8266
-3.9489584,99,1640.239597
-4.362697,99,1640.660346
-4.2053204,99,1641.083703
-4.988426,99,1641.514413
-15.759268,99,1642.143717
-16.511543,99,1642.714716
-18.252014,99,1643.308717
-10.487461,99,1643.885719
-13.410393,99,1644.452719
-3.6256292,94,1644.895718
-3.7748363,99,1645.314512
-4.015793,99,1645.739459
-4.13988,99,1646.160216
-4.528619,99,1646.584711
-7.131275,99,1647.209056
-6.0086265,99,1647.809054
-7.7796364,99,1648.386054
-5.577897,99,1648.942055
-6.705021,99,1649.516055
-4.329682,94,1650.103056
-3.771766,99,1650.526061
-3.8830955,99,1650.951066
-5.551364,99,1651.372257
-4.5405364,99,1651.789287
-12.200589,99,1652.522567
-9.313961,99,1653.086562
-7.0445104,99,1653.648566
-14.253799,99,1654.218567
-9.777028,99,1654.917565
-3.7821133,94,1655.363564
-4.3750186,99,1655.789258
-3.8658767,99,1656.225755
-4.4875937,99,1656.648896
-3.8612192,99,1657.068251
-5.4819655,99,1657.706696
-22.096024,99,1658.274693
-15.765074,99,1658.843694
-15.972562,99,1659.449692
-11.130204,99,1660.003694
-13.465845,94,1660.448693
-14.214834,99,1660.868694
-14.150196,99,1661.295355
-14.014409,99,1661.717953
-15.022968,99,1662.139787
-7.965848,99,1662.740135
-10.982135,99,1663.304137
-9.582316,99,1664.062138
-10.265769,99,1664.624136
-15.089686,99,1665.193135
-13.509222,94,1665.643978
-14.045664,99,1666.068834
-13.965881,99,1666.492233
-14.158234,99,1666.906398
-14.067284,99,1667.326082
-13.229395,99,1667.943198
-9.965875,99,1668.554198
-5.64606,99,1669.118197
-16.428497,99,1669.687196
-7.561117,99,1670.239194
-4.6657114,94,1670.846201
-4.3073645,99,1671.267302
-3.9327116,99,1671.687629
-4.6555862,99,1672.109523
-4.481636,99,1672.536699
-10.449048,99,1673.158759
-15.872913,99,1673.717761
-11.68362,99,1674.280762
-9.361735,99,1674.860759
-9.427461,99,1675.566762
-5.626618,94,1676.008763
-4.7234554,99,1676.429507
-4.3055997,99,1676.853509
-4.8725257,99,1677.276783
-4.7942376,99,1677.700815
-21.23304,99,1678.327359
-4.24162,99,1678.901358
-9.138563,99,1679.451357
-13.172536,99,1680.048359
-16.681973,99,1680.604357
-4.051915,94,1681.044359
-5.2031384,99,1681.45813
-4.980735,99,1681.878888
-5.2551947,99,1682.296245
-4.7427626,99,1682.718944
-5.8298965,99,1683.35828
-13.713697,99,1683.936282
-11.167783,99,1684.611282
-6.1789703,99,1685.17028
-15.524877,99,1685.741281
-3.7935426,94,1686.19828
-4.3900385,99,1686.612281
-4.3891935,99,1687.027281
-4.3692493,99,1687.447281
-4.477805,99,1687.866849
-10.86229,99,1688.470067
-12.177495,99,1689.101065
-11.774362,99,1689.661067
-8.770065,99,1690.218068
-6.4938498,99,1690.783067
-5.4594927,94,1691.352314
-3.8830955,99,1691.776123
-4.9632974,99,1692.195282
-4.6128364,99,1692.620281
-4.3549156,99,1693.046071
-21.43227,99,1693.666277
-13.753263,99,1694.239277
-13.683386,99,1694.807276
-11.600677,99,1695.370277
-10.537381,99,1696.071277
-4.068671,94,1696.513277
-4.795121,99,1696.93612
-4.763792,99,1697.356945
-5.258884,99,1697.781363
-4.673862,99,1698.205395
-6.484847,99,1698.827876
-7.981705,99,1699.398878
-9.539091,99,1699.971878
-14.557999,99,1700.589878
-9.566216,99,1701.157877
-8.629326,94,1701.600603
-8.854692,99,1702.018716
-8.533765,99,1702.442079
-9.702622,99,1702.86572
-9.117409,99,1703.283188
-17.474094,99,1703.987889
-11.167676,99,1704.55889
-7.536333,99,1705.224885
-16.283375,99,1705.785886
-8.312567,99,1706.348887
-3.9978898,94,1706.794932
-4.8559847,99,1707.209003
-4.1280894,99,1707.627689
-3.6447263,99,1708.053689
-5.3839016,99,1708.476691
-11.536069,99,1709.482175
-21.18514,99,1710.137174
-18.037546,99,1710.728174
-15.005417,99,1711.304176
-14.621337,99,1711.885176
-8.814675,94,1712.46228
-9.698424,99,1712.883991
-9.094972,99,1713.308839
-10.133011,99,1713.729223
-8.604345,99,1714.15249
-6.703474,99,1714.873476
-8.29306,99,1715.432477
-12.15206,99,1716.003473
-9.089443,99,1716.566477
-10.552513,99,1717.155473
-4.8199525,94,1717.596145
-5.23642,99,1718.012212
-4.383808,99,1718.429446
-4.4952083,99,1718.853974
-4.1387825,99,1719.275056
-8.175613,99,1719.957589
-8.4454155,99,1720.534589
-10.388049,99,1721.09559
-20.353497,99,1721.776592
-19.090145,99,1722.342589
-4.241457,94,1722.784589
-3.8242767,99,1723.206726
-4.616355,99,1723.631365
-4.2403193,99,1724.055228
-3.6447263,99,1724.480652
-4.2275214,99,1725.104391
-6.6040525,99,1725.676391
-5.128318,99,1726.282392
-10.732426,99,1726.844392
-8.409071,99,1727.413389
-3.7368019,94,1727.853391
-4.5740995,99,1728.272223
-5.684481,99,1728.696628
-3.9500008,99,1729.116379
-4.015913,99,1729.543351
-9.379492,99,1730.256567
-14.931936,99,1730.858566
-8.8575535,99,1731.426566
-10.604619,99,1731.987566
-6.1823463,99,1732.578568
-9.448175,94,1733.078565
-9.332027,99,1733.491565
-9.497411,99,1733.905488
-9.394159,99,1734.324685
-9.394159,99,1734.748609
-18.974222,99,1735.461608
-7.495199,99,1736.042606
-7.376424,99,1736.612607
-15.162488,99,1737.189607
-13.911615,99,1737.878606
-4.716014,94,1738.321207
-4.275448,99,1738.745577
-5.504615,99,1739.169002
-5.581618,99,1739.592023
-6.4596295,99,1740.004063
-15.1482525,99,1740.712418
-7.1929383,99,1741.288414
-7.4903016,99,1741.852415
-8.81734,99,1742.469412
-7.2485113,99,1743.042414
-4.468829,94,1743.486722
-3.8394156,99,1743.909421
-5.228483,99,1744.328758
-4.1754613,99,1744.749375
-4.832842,99,1745.175372
-9.733723,99,1745.918862
-9.646142,99,1746.494864
-9.85761,99,1747.092861
-9.006295,99,1747.644861
-8.160203,99,1748.209861
-8.399154,94,1748.659864
-9.149412,99,1749.081601
-9.176323,99,1749.502874
-9.246902,99,1749.923347
-9.552178,99,1750.338281
-6.766981,99,1751.058451
-8.447221,99,1751.702448
-15.354842,99,1752.264451
-6.3221245,99,1752.829448
-6.137041,99,1753.388448
-3.7814639,94,1753.879449
-6.633591,99,1754.302266
-4.3721995,99,1754.725402
-6.6582227,99,1755.150387
-3.9392498,99,1755.573606
-7.343379,99,1756.316908
-6.441574,99,1756.893908
-12.191783,99,1757.682913
-16.132954,99,1758.507913
-9.685368,99,1759.204908
-4.505529,94,1759.898911
-5.327076,99,1760.321016
-4.655395,99,1760.775012
-4.054676,99,1761.203013
-4.2339907,99,1761.623228
-6.3049655,99,1762.329068
-9.711577,99,1762.955069
-9.603218,99,1763.533068
-11.095107,99,1764.149068
-7.599861,99,1764.709068
-4.4900093,94,1765.16013
-3.720772,99,1765.585734
-4.3275995,99,1766.006903
-3.9420805,99,1766.424492
-4.4361553,99,1766.856178
-6.3012357,99,1767.588392
-14.112677,99,1768.163392
-9.922128,99,1768.760392
-17.175142,99,1769.323392
-7.9614773,99,1769.903392
-3.9878917,94,1770.354391
-3.9407191,99,1770.766394
-4.468507,99,1771.191304
-3.9041333,99,1771.618304
-4.023801,99,1772.038176
-12.460216,99,1797.850333
-13.595495,99,1798.434335
-7.4890356,99,1798.907335
-12.418941,99,1799.385334
-15.325047,99,1799.954337
-4.6022835,94,1800.507339
-4.278911,99,1800.922437
-4.054676,99,1801.341438
-3.8612192,99,1801.767043
-4.176014,99,1802.189563
-4.9346,99,1802.897834
-7.570524,99,1803.463833
-15.62488,99,1804.031833
-7.9503,99,1804.612832
-6.3189387,99,1805.234833
-4.2251534,94,1805.692833
-3.9489584,99,1806.122202
